Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       54    0.000    0.000    0.000    0.000 printer.py:422(<genexpr>)
        2    0.001    0.000    0.002    0.001 mailbox_handle.py:101(abandon)
        1    0.000    0.000    0.000    0.000 local_file_handler.py:28(__init__)
        1    0.000    0.000    0.000    0.000 wb_artifact_handler.py:29(__init__)
       11    0.000    0.000    0.000    0.000 wandb_init.py:165(_logger)
        1    0.000    0.000    0.000    0.000 interface.py:808(_make_exit)
        1    0.000    0.000    0.000    0.000 backend.py:28(__init__)
        2    0.000    0.000    0.000    0.000 preinit.py:7(__init__)
        1    0.000    0.000    0.001    0.001 wandb_run.py:823(settings)
    93492    0.076    0.000    0.101    0.000 wandb_run.py:1702(<genexpr>)
        1    0.000    0.000    0.008    0.008 wandb_run.py:2547(_detect_and_apply_job_inputs)
     3797    0.001    0.000    0.001    0.000 artifact_manifest_v1.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 artifact_manifest_v1.py:15(version)
        2    0.000    0.000    0.000    0.000 wandb_storage_policy.py:93(name)
        2    0.000    0.000    0.000    0.000 wandb_init.py:125(_noop_printer_callback)
        2    0.000    0.000    0.000    0.000 wandb_init.py:127(<lambda>)
        2    0.000    0.000    0.000    0.000 printer.py:352(supports_html)
        2    0.000    0.000    0.887    0.444 wait_with_progress.py:13(wait_with_progress)
        1    0.001    0.001    0.001    0.001 printer.py:429(panel)
        1    0.000    0.000    0.000    0.000 artifact_manifest.py:42(__len__)
        1    0.000    0.000    0.000    0.000 artifact_manifest_v1.py:51(__init__)
        1    0.000    0.000    0.000    0.000 wandb_init.py:135(do_callbacks)
        1    0.000    0.000    0.000    0.000 azure_handler.py:31(__init__)
        1    0.000    0.000    0.000    0.000 multi_handler.py:19(__init__)
        2    0.000    0.000    0.003    0.001 wandb_run.py:340(stop)
        1    0.000    0.000    0.061    0.061 utils.py:28(set_random_seed)
        1    0.000    0.000    1.720    1.720 artifact_file_cache.py:28(_get_sys_umask_threadsafe)
        1    0.000    0.000    0.002    0.002 wandb_init.py:1183(_monkeypatch_openai_gym)
        1    0.000    0.000    0.010    0.010 wandb_init.py:1193(_monkeypatch_tensorboard)
        2    0.000    0.000    0.000    0.000 wandb_run.py:817(_torch)
        1    0.000    0.000    0.003    0.003 interface.py:929(deliver_run_start)
        1    0.000    0.000    0.001    0.001 wandb_run.py:3797(_header)
      101    0.001    0.000    0.001    0.000 wandb_run.py:295(_process_stop_status)
30247/19572    0.396    0.000   58.283    0.003 wandb_run.py:381(wrapper)
        1    0.000    0.000    0.001    0.001 wandb_run.py:1563(_tensorboard_callback)
        1    0.000    0.000    0.000    0.000 tracking_handler.py:20(__init__)
        1    0.000    0.000    0.000    0.000 wb_local_artifact_handler.py:24(__init__)
     3797    0.001    0.000    0.001    0.000 interface.py:408(<lambda>)
        1    0.000    0.000    0.000    0.000 interface.py:92(__init__)
        1    0.000    0.000    0.000    0.000 wandb_run.py:776(_freeze)
      202    0.000    0.000    0.001    0.000 wandb_run.py:308(<lambda>)
      605    0.001    0.000    0.002    0.000 wandb_run.py:283(<lambda>)
      304    0.001    0.000    0.001    0.000 wandb_run.py:329(<lambda>)
        1    0.000    0.000    0.000    0.000 wandb_run.py:837(config)
        1    0.000    0.000    0.000    0.000 wandb_run.py:965(step)
        1    0.000    0.000    0.000    0.000 wandb_run.py:1571(_set_library)
        1    0.000    0.000    0.000    0.000 wandb_run.py:1574(_set_backend)
        1    0.000    0.000    0.000    0.000 wandb_run.py:1583(_set_teardown_hooks)
       13    0.000    0.000    0.000    0.000 wandb_torch.py:54(log_track_init)
    26624    0.064    0.000    8.037    0.000 wandb_torch.py:113(<lambda>)
    99840    0.150    0.000    2.388    0.000 wandb_torch.py:276(<lambda>)
    19047    0.179    0.000   11.809    0.001 wandb_run.py:1516(_partial_history_callback)
    10671    0.301    0.000    9.359    0.001 wandb_run.py:1731(log)
        1    0.000    0.000    0.002    0.002 wandb_run.py:3969(_footer_log_dir_info)
        1    0.000    0.000    0.002    0.002 wandb_torch.py:124(add_log_gradients_hook)
        1    0.000    0.000    0.000    0.000 scope.py:1280(start_session)
11194/11192    0.056    0.000   52.788    0.005 wandb_run.py:446(wrapper_fn)
        1    0.000    0.000    0.000    0.000 wandb_run.py:4071(_footer_notify_wandb_core)
        3    0.000    0.000    0.000    0.000 sentry.py:158(start_session)
        2    0.000    0.000    0.000    0.000 scope.py:294(get_isolation_scope)
        2    0.000    0.000    0.001    0.000 scope.py:1295(end_session)
        1    0.001    0.001    0.001    0.001 interface.py:1028(deliver_poll_exit)
        1    0.000    0.000    0.000    0.000 interface.py:1049(deliver_request_sampled_history)
        1    0.000    0.000    0.003    0.003 wandb_run.py:2874(watch)
        2    0.000    0.000    0.000    0.000 console_capture.py:115(_insert_disposably)
        2    0.000    0.000    0.000    0.000 redirect.py:496(__init__)
        2    0.000    0.000    0.000    0.000 exit_hooks.py:16(__init__)
        1    0.000    0.000    1.728    1.728 _internal_artifact.py:30(__init__)
      766    0.000    0.000    0.002    0.000 wandb_run.py:4012(<genexpr>)
        2    0.000    0.000    0.000    0.000 console_capture.py:125(dispose)
        2    0.000    0.000    0.000    0.000 scope.py:797(user)
        1    0.000    0.000    0.001    0.001 session.py:132(close)
        1    0.000    0.000    0.000    0.000 wandb_summary.py:120(_set_update_callback)
        2    0.000    0.000    0.000    0.000 redirect.py:646(__init__)
        2    0.001    0.000    0.001    0.000 redirect.py:681(uninstall)
        1    0.000    0.000    0.000    0.000 console_capture.py:65(capture_stdout)
        1    0.000    0.000    0.000    0.000 console_capture.py:90(capture_stderr)
    26624    0.019    0.000    0.019    0.000 sb3.py:132(_on_step)
       28    0.000    0.000    0.001    0.000 callbacks.py:284(_checkpoint_path)
        1    0.000    0.000    0.000    0.000 preprocessing.py:170(get_flattened_obs_dim)
        2    0.000    0.000    0.000    0.000 scope.py:808(set_user)
        1    0.000    0.000    0.000    0.000 session.py:22(_make_uuid)
        1    0.000    0.000    0.000    0.000 env_combined.py:784(close)
        1    0.000    0.000    0.001    0.001 buffers.py:374(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:80(get_schedule_fn)
       26    0.000    0.000    0.003    0.000 utils.py:405(safe_mean)
       13    0.000    0.000    0.404    0.031 writer.py:1185(flush)
      296    0.001    0.000    0.011    0.000 pywrap_tensorflow.py:39(masked_crc32c)
       13    0.000    0.000    0.000    0.000 utils.py:68(update_learning_rate)
        1    0.000    0.000    0.000    0.000 sb3.py:139(_on_training_end)
      4/1    0.000    0.000    0.019    0.019 callbacks.py:67(init_callback)
        1    0.000    0.000    0.002    0.002 writer.py:53(__init__)
80617/1715    0.334    0.000   47.005    0.027 base_vec_env.py:198(step)
    54010    0.086    0.000    0.108    0.000 utils.py:252(is_vectorized_box_observation)
        1    0.000    0.000    0.000    0.000 base_class.py:323(_get_policy_from_name)
      147    0.002    0.000    0.251    0.002 writer.py:101(add_summary)
       40    0.000    0.000    0.000    0.000 utils.py:131(func)
        1    0.000    0.000    0.000    0.000 libmpf.py:43(ComplexResult)
      888    0.000    0.000    0.000    0.000 pywrap_tensorflow.py:44(u32)
        4    0.002    0.001    0.002    0.001 utils.py:137(get_device)
        1    0.000    0.000    0.006    0.006 utils.py:179(configure_logger)
      296    0.009    0.000    0.009    0.000 pywrap_tensorflow.py:123(crc_update)
       14    0.000    0.000    0.000    0.000 buffers.py:98(reset)
        2    0.000    0.000    0.000    0.000 utils.py:122(constant_fn)
        1    0.000    0.000    0.000    0.000 writer.py:80(get_logdir)
       13    0.000    0.000    0.403    0.031 writer.py:147(flush)
      296    0.001    0.000    0.010    0.000 pywrap_tensorflow.py:157(crc32c)
        1    0.000    0.000    0.001    0.001 gfile.py:148(write)
      147    0.001    0.000    0.374    0.003 gfile.py:159(append)
        1    0.000    0.000    0.000    0.000 gfile.py:206(makedirs)
        1    0.000    0.000    0.000    0.000 gfile.py:901(makedirs)
      147    0.002    0.000    0.249    0.002 writer.py:84(add_event)
      147    0.002    0.000    0.261    0.002 writer.py:342(add_scalar)
      148    0.001    0.000    0.007    0.000 event_file_writer.py:165(write)
      148    0.002    0.000    0.373    0.003 gfile.py:169(_write)
      296    0.000    0.000    0.000    0.000 pywrap_tensorflow.py:145(crc_finalize)
        2    0.000    0.000    0.000    0.000 gfile.py:72(get_filesystem)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:140(__init__)
      148    0.001    0.000    0.387    0.003 record_writer.py:36(write)
      147    0.001    0.000    0.002    0.000 _convert_np.py:9(make_np)
    26624    1.686    0.000  629.403    0.024 subproc_vec_env.py:128(step_wait)
        1    0.001    0.001    0.236    0.236 subproc_vec_env.py:144(close)
        1    0.000    0.000    0.002    0.002 vec_monitor.py:69(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:89(as_str_any)
      149    0.000    0.000    0.001    0.000 __init__.py:37(as_bytes)
        1    0.000    0.000    0.000    0.000 __init__.py:61(as_text)
       14    0.002    0.000    0.161    0.011 event_file_writer.py:180(flush)
        2    0.000    0.000    0.000    0.000 dummy_vec_env.py:115(get_attr)
        1    0.000    0.000    0.000    0.000 logger.py:162(__init__)
        3    0.000    0.000    0.003    0.001 base_vec_env.py:353(__init__)
    54032    0.482    0.000    0.763    0.000 util.py:14(copy_obs_dict)
       14    0.000    0.000    0.161    0.011 event_file_writer.py:119(flush)
      324    0.000    0.000    0.000    0.000 event_file_writer.py:206(_check_worker_status)
        1    0.000    0.000    0.000    0.000 logger.py:483(__init__)
        1    0.000    0.000    0.001    0.001 logger.py:626(_do_log)
       24    0.001    0.000    0.567    0.024 subproc_vec_env.py:168(get_attr)
        1    0.000    0.000    0.001    0.001 subproc_vec_env.py:190(env_is_wrapped)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:34(get)
      148    0.001    0.000    0.011    0.000 event_file_writer.py:106(add_event)
        4    0.000    0.000    0.002    0.000 running_mean_std.py:7(__init__)
      236    0.000    0.000    0.000    0.000 logger.py:220(<lambda>)
        1    0.000    0.000    0.000    0.000 record_writer.py:23(__init__)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:102(get_logdir)
        2    0.001    0.000    0.011    0.005 __init__.py:45(is_vecenv_wrapped)
        8    0.000    0.000    0.000    0.000 base_vec_env.py:475(__init__)
    54010    0.105    0.000    0.105    0.000 dummy_vec_env.py:52(step_async)
        3    0.000    0.000    0.010    0.003 __init__.py:19(unwrap_vec_wrapper)
    54032    0.157    0.000    0.157    0.000 dummy_vec_env.py:105(_save_obs)
        1    0.001    0.001    0.002    0.002 dummy_vec_env.py:131(env_is_wrapped)
    26624    0.964    0.000   60.376    0.002 subproc_vec_env.py:123(step_async)
       14    0.000    0.000    0.290    0.021 vec_normalize.py:322(save)
       15    0.000    0.000    0.011    0.001 base_class.py:778(get_parameters)
      4/1    0.000    0.000    0.000    0.000 callbacks.py:78(on_training_start)
        4    0.000    0.000    0.000    0.000 callbacks.py:41(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:207(_on_training_start)
    53249    0.670    0.000   12.244    0.000 running_mean_std.py:37(update)
      594    0.000    0.000    0.001    0.000 logger.py:242(_truncate)
       23    0.000    0.000    0.000    0.000 base_vec_env.py:95(_reset_seeds)
      208    0.001    0.000    0.001    0.000 logger.py:502(record)
       23    0.000    0.000    0.000    0.000 base_vec_env.py:101(_reset_options)
       28    0.000    0.000    0.000    0.000 base_vec_env.py:330(_get_indices)
    54032    0.180    0.000    1.620    0.000 dummy_vec_env.py:112(_obs_from_buf)
106548/26637    0.305    0.000    1.923    0.000 callbacks.py:128(update_locals)
        1    0.000    0.000    0.000    0.000 callbacks.py:198(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:35(unwrap_vec_normalize)
       31    0.000    0.000    0.000    0.000 base_vec_env.py:80(<genexpr>)
        1    0.000    0.000    0.000    0.000 vec_normalize.py:277(get_original_obs)
    10648    0.014    0.000    0.021    0.000 callbacks.py:62(logger)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:218(__init__)
    81199    2.078    0.000    3.191    0.000 vec_normalize.py:214(_normalize_obs)
       25    0.000    0.000    0.000    0.000 record_writer.py:42(flush)
        1    0.000    0.000    0.000    0.000 base_class.py:273(_setup_lr_schedule)
      208    0.000    0.000    0.000    0.000 logger.py:491(to_tuple)
107258/80634    0.267    0.000   61.758    0.001 base_vec_env.py:368(step_async)
      2/1    0.000    0.000    0.000    0.000 base_vec_env.py:379(seed)
        2    0.000    0.000    6.413    3.206 base_vec_env.py:385(close)
    46/24    0.000    0.000    0.136    0.006 base_vec_env.py:394(get_attr)
        1    0.000    0.000    0.003    0.003 base_vec_env.py:403(env_is_wrapped)
        8    0.000    0.000    0.006    0.001 base_vec_env.py:478(__getstate__)
    54010    0.281    0.000   53.490    0.001 base_class.py:533(predict)
    80634    0.384    0.000    0.824    0.000 vec_normalize.py:250(normalize_reward)
       13    0.000    0.000    0.000    0.000 base_class.py:286(_update_learning_rate)
        1    0.000    0.000    0.754    0.754 vec_monitor.py:97(close)
    26624    0.299    0.000    4.451    0.000 vec_normalize.py:209(_update_reward)
106458/1224    0.387    0.000    0.585    0.000 callbacks.py:102(on_step)
        1    0.000    0.000    0.003    0.003 logger.py:397(__init__)
        1    0.000    0.000    0.001    0.001 logger.py:544(log)
        1    0.001    0.001    0.006    0.006 dummy_vec_env.py:84(close)
       14    0.000    0.000    0.000    0.000 vec_normalize.py:128(__getstate__)
       13    0.000    0.000    0.000    0.000 base_class.py:277(_update_current_progress_remaining)
       15    0.000    0.000    0.000    0.000 base_class.py:302(_excluded_save_params)
        1    0.000    0.000    0.000    0.000 callbacks.py:75(_init_callback)
        3    0.000    0.000    0.000    0.000 callbacks.py:86(_on_training_start)
       39    0.000    0.000    0.000    0.000 callbacks.py:92(_on_rollout_start)
        2    0.000    0.000    0.000    0.000 callbacks.py:119(_on_training_end)
       39    0.000    0.000    0.000    0.000 callbacks.py:125(_on_rollout_end)
    79911    0.029    0.000    0.029    0.000 callbacks.py:137(update_child_locals)
        3    0.000    0.000    0.000    0.000 dummy_vec_env.py:139(_get_target_envs)
       25    0.000    0.000    0.000    0.000 subproc_vec_env.py:197(_get_target_remotes)
        1    0.000    0.000    0.000    0.000 callbacks.py:263(__init__)
        1    0.004    0.004    0.005    0.005 monitor.py:113(close)
       28    0.000    0.000    0.000    0.000 base_class.py:467(get_vec_normalize_env)
    10732    0.006    0.000    0.006    0.000 base_class.py:459(get_env)
       30    0.000    0.000    0.000    0.000 on_policy_algorithm.py:305(_get_torch_save_params)
    10869    0.007    0.000    0.007    0.000 base_class.py:268(logger)
        1    0.000    0.000    0.000    0.000 base_class.py:47(maybe_make_env)
    52/13    0.000    0.000    0.000    0.000 callbacks.py:89(on_rollout_start)
      4/1    0.000    0.000    0.001    0.001 callbacks.py:116(on_training_end)
    52/13    0.000    0.000    0.000    0.000 callbacks.py:122(on_rollout_end)
        1    0.000    0.000    0.075    0.075 base_class.py:555(set_random_seed)
      132    0.003    0.000    0.390    0.003 monitor.py:64(reset)
        1    0.001    0.001    0.007    0.007 policies.py:63(__init__)
       15    0.000    0.000    1.031    0.069 policies.py:306(init_weights)
       13    0.000    0.000    0.000    0.000 callbacks.py:211(_on_rollout_start)
       13    0.000    0.000    0.000    0.000 callbacks.py:222(_on_rollout_end)
        1    0.001    0.001    0.001    0.001 callbacks.py:226(_on_training_end)
    26637    0.154    0.000    0.495    0.000 callbacks.py:230(update_child_locals)
       15    0.000    0.000    0.045    0.003 save_util.py:224(open_path_str)
        1    0.000    0.000    0.002    0.002 policies.py:118(make_features_extractor)
    80634    0.110    0.000   16.534    0.000 distributions.py:80(get_actions)
        1    0.000    0.000    0.019    0.019 base_class.py:358(_init_callback)
        1    0.000    0.000    0.019    0.019 callbacks.py:203(_init_callback)
26605/1224    0.104    0.000    0.579    0.000 callbacks.py:215(_on_step)
        1    0.000    0.000    0.000    0.000 callbacks.py:279(_init_callback)
        1    0.000    0.000    0.000    0.000 env_util.py:12(unwrap_wrapper)
    34944    0.218    0.000    2.764    0.000 policies.py:658(extract_features)
      133    0.001    0.000    0.004    0.000 agents.py:78(__init__)
    88967    0.320    0.000    4.802    0.000 policies.py:122(extract_features)
    54011    0.395    0.000    3.399    0.000 policies.py:148(device)
     1245    0.003    0.000    0.019    0.000 save_util.py:59(is_json_serializable)
    54010    0.162    0.000    2.637    0.000 distributions.py:300(mode)
        1    0.000    0.000    0.000    0.000 monkeypatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 service_connection.py:138(inform_init)
        1    0.000    0.000    0.000    0.000 service_connection.py:186(inform_start)
        1    0.000    0.000    0.001    0.001 monitor.py:213(close)
        1    0.006    0.006    0.332    0.332 policies.py:568(_build_mlp_extractor)
        1    0.000    0.000    0.000    0.000 service_connection.py:103(ServiceConnection)
        7    0.000    0.000    0.000    0.000 netrc.py:166(authenticators)
 1599/173    0.603    0.000   27.871    0.161 sock_client.py:232(read_server_response)
        1    0.000    0.000    0.000    0.000 router.py:29(MessageRouter)
        1    0.000    0.000    0.002    0.002 torch_layers.py:40(__init__)
        1    0.000    0.000    0.000    0.000 distributions.py:28(__init__)
    54036    0.099    0.000   15.432    0.000 policies.py:201(set_training_mode)
    88967    0.262    0.000    1.881    0.000 torch_layers.py:44(forward)
        1    0.000    0.000    0.011    0.011 interface_sock.py:1(<module>)
      261    0.001    0.000    0.001    0.000 sock_client.py:75(put)
        1    0.001    0.001    0.001    0.001 env_util.py:28(is_wrapped)
      432    0.001    0.000    0.022    0.000 monitor.py:203(write_row)
       30    0.000    0.000    0.001    0.000 save_util.py:24(recursive_getattr)
    54010    0.380    0.000   22.420    0.000 policies.py:741(get_distribution)
       13    0.000    0.000    0.005    0.000 policies.py:752(predict_values)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
      520    0.005    0.000    0.075    0.000 interface_shared.py:35(_publish_output_raw)
    54010    0.193    0.000   25.272    0.000 policies.py:707(_predict)
        1    0.000    0.000    0.000    0.000 distributions.py:274(proba_distribution_net)
        1    0.000    0.000    0.000    0.000 torch_layers.py:21(__init__)
    34944    0.161    0.000   17.071    0.000 torch_layers.py:217(forward)
      235    0.000    0.000    0.001    0.000 libmpf.py:330(from_int)
       45    0.000    0.000    0.000    0.000 save_util.py:37(_getattr)
        1    0.000    0.000    0.000    0.000 torch_layers.py:27(features_dim)
        1    0.000    0.000    0.007    0.007 policies.py:291(__init__)
    34944    0.126    0.000   10.011    0.000 distributions.py:291(log_prob)
     8320    0.036    0.000    1.654    0.000 distributions.py:294(entropy)
    26624    0.152    0.000   13.784    0.001 distributions.py:297(sample)
        1    0.000    0.000    0.000    0.000 service.py:46(_Service)
        1    0.000    0.000    0.000    0.000 env_combined.py:530(check_valid_config)
        1    0.000    0.000    0.000    0.000 service_connection.py:40(_try_connect_to_existing_service)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1623(DimConstraints)
        1    0.000    0.000    0.000    0.000 service_connection.py:106(__init__)
        1    0.001    0.001    0.001    0.001 service_connection.py:149(inform_finish)
        1    0.000    0.000    0.000    0.000 sock_client.py:22(SockBuffer)
        1    0.000    0.000    0.006    0.006 interface_shared.py:1(<module>)
        1    0.000    0.000    0.000    0.000 service.py:52(__init__)
        1    0.000    0.000    0.000    0.000 distributions.py:270(__init__)
    88954    0.745    0.000   21.932    0.000 distributions.py:287(proba_distribution)
    88954    0.216    0.000   17.050    0.000 torch_layers.py:224(forward_actor)
    34957    0.106    0.000    7.258    0.000 torch_layers.py:227(forward_critic)
        1    0.001    0.001    1.566    1.566 ppo.py:306(learn)
        1    0.000    0.000    0.000    0.000 cProfile.py:119(__exit__)
        1    0.000    0.000    0.000    0.000 netrc.py:66(netrc)
        1    0.000    0.000    0.000    0.000 netrc.py:22(_netrclex)
    19840    0.110    0.000    0.110    0.000 interface_sock.py:33(_assign)
19839/15481    0.120    0.000    3.486    0.000 interface_sock.py:37(_publish)
        1    0.000    0.000    0.000    0.000 interface_sock.py:22(InterfaceSock)
19843/19833    0.262    0.000    3.200    0.000 sock_client.py:145(_send_message)
        1    0.000    0.000    0.000    0.000 utils.py:750(CompilationMetrics)
       15    0.000    0.000    0.000    0.000 symbolic_shapes.py:127(inner)
        7    0.000    0.000    0.000    0.000 symbolic_shapes.py:1487(_lru_cache)
53993/490    4.781    0.000    3.823    0.008 env_combined.py:308(step)
        1    0.000    0.000    0.027    0.027 service_connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 router.py:34(__init__)
      609    0.000    0.000    0.001    0.000 netrc.py:29(_read_char)
        1    0.000    0.000    0.001    0.001 monkeypatch.py:182(_notify_tensorboard_logdir)
 1590/147    0.926    0.001   50.920    0.346 router_sock.py:25(_read_message)
        1    0.000    0.000    0.002    0.002 router_sock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 internal.py:60(JobInputArguments)
        1    0.000    0.000    0.000    0.000 internal.py:81(__new__)
        1    0.000    0.000    0.000    0.000 convert_frame.py:413(ConvertFrameAssert)
        1    0.000    0.000    0.000    0.000 _startup_debug.py:10(is_enabled)
        1    0.000    0.000    0.000    0.000 router_sock.py:17(MessageSockRouter)
        1    0.000    0.000    0.000    0.000 service_token.py:85(ServiceToken)
        1    0.000    0.000    0.000    0.000 service_connection.py:130(make_interface)
        1    0.000    0.000    0.000    0.000 service_connection.py:25(WandbAttachFailedError)
        1    0.000    0.000    0.000    0.000 service_connection.py:21(WandbServiceConnectionError)
        1    0.000    0.000    0.000    0.000 sock_client.py:14(SockClientClosedError)
        1    0.000    0.000    0.000    0.000 sock_client.py:18(SockClientTimeoutError)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 router.py:25(MessageRouterClosedError)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 service.py:34(ServiceStartProcessError)
        1    0.000    0.000    0.000    0.000 service.py:38(ServiceStartTimeoutError)
        1    0.000    0.000    0.000    0.000 service.py:42(ServiceStartPortError)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
      261    0.002    0.000    0.002    0.000 interface_shared.py:392(<lambda>)
     2135    0.001    0.000    0.001    0.000 sock_client.py:32(length)
        1    0.000    0.000    0.000    0.000 service.py:244(sock_port)
        1    0.000    0.000    0.000    0.000 port_file.py:15(__init__)
        1    0.000    0.000    0.000    0.000 port_file.py:51(is_valid)
        1    0.000    0.000    0.000    0.000 port_file.py:47(sock_port)
        1    0.000    0.000    0.000    0.000 _wsgi_common.py:259(HttpCodeRangeContainer)
        2    0.000    0.000    0.000    0.000 monkeypatch.py:137(_patch_file_writer)
        1    0.000    0.000    0.000    0.000 sock_client.py:92(__init__)
        1    0.000    0.000    0.002    0.002 sock_client.py:100(connect)
19839/15481    0.277    0.000    3.295    0.000 sock_client.py:170(send_record_publish)
        1    0.000    0.000    0.001    0.001 sock_client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 router.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:2850(is_tensor_base_attr_getter)
        1    0.000    0.000    0.000    0.000 recording.py:80(ShapeEnvEvent)
        1    0.000    0.000    0.000    0.000 sock_client.py:106(_detect_bufsize)
        3    0.000    0.000    0.002    0.001 ctx_base.py:42(__init__)
        1    0.000    0.000    0.721    0.721 ctx_base.py:1(<module>)
        7    0.000    0.000    0.000    0.000 netrc.py:62(push_token)
        7    0.000    0.000    0.000    0.000 netrc.py:23(__init__)
        2    0.000    0.000    0.000    0.000 monkeypatch.py:146(TBXEventFileWriter)
        1    0.001    0.001    0.001    0.001 service_connection.py:29(connect_to_service)
        1    0.000    0.000    0.000    0.000 router_sock.py:21(__init__)
        1    0.000    0.000    0.000    0.000 port_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _startup_debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aws_lambda.py:195(AwsLambdaIntegration)
        1    0.000    0.000    0.000    0.000 internal.py:96(apply)
        1    0.000    0.000    0.000    0.000 internal.py:30(ConfigTmpDir)
        1    0.000    0.000    0.000    0.000 internal.py:78(StagedLaunchInputs)
        1    0.000    0.000    0.000    0.000 recording.py:487(NotEqualError)
      262    0.000    0.000    0.003    0.000 sock_client.py:69(get)
        1    0.000    0.000    0.000    0.000 sock_client.py:27(__init__)
19843/19833    0.038    0.000    3.268    0.000 sock_client.py:153(send_server_request)
      262    0.001    0.000    0.004    0.000 sock_client.py:72(peek)
        1    0.000    0.000    0.000    0.000 interface_shared.py:22(__init__)
      263    0.000    0.000    0.000    0.000 interface_shared.py:381(_get_mailbox)
        1    0.000    0.000    0.209    0.209 service.py:241(start)
        1    0.000    0.000    0.000    0.000 internal.py:86(__init__)
        1    0.000    0.000    0.000    0.000 files.py:12(FileOverrides)
       40    0.000    0.000    0.000    0.000 popen_spawn_win32.py:70(<genexpr>)
       28    0.000    0.000    0.000    0.000 popen_spawn_win32.py:121(poll)
       24    0.000    0.000    0.000    0.000 spawn.py:92(<genexpr>)
        2    0.000    0.000    0.000    0.000 convert_frame.py:147(__init__)
        1    0.000    0.000    0.000    0.000 convert_frame.py:146(Tracker)
        1    0.000    0.000    0.000    0.000 service_token.py:53(set_service_token)
        1    0.000    0.000    0.000    0.000 schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface_shared.py:40(_publish_tbdata)
        1    0.000    0.000    0.000    0.000 interface_sock.py:23(__init__)
    19047    0.116    0.000    5.284    0.000 interface_shared.py:44(_publish_partial_history)
        5    0.000    0.000    0.001    0.000 interface_shared.py:58(_publish_telemetry)
        1    0.000    0.000    0.000    0.000 interface_shared.py:273(_publish_header)
        2    0.000    0.000    0.001    0.000 interface_shared.py:299(_publish_config)
        1    0.000    0.000    0.001    0.001 interface_shared.py:320(_publish_python_packages)
        1    0.000    0.000    0.028    0.028 interface_shared.py:334(_deliver_artifact)
        1    0.000    0.000    0.001    0.001 interface_shared.py:394(_deliver_run)
        1    0.000    0.000    0.001    0.001 interface_shared.py:405(_deliver_run_start)
        1    0.000    0.000    0.000    0.000 interface_shared.py:412(_deliver_get_summary)
        1    0.000    0.000    0.000    0.000 interface_shared.py:442(_deliver_poll_exit)
    99/79    0.063    0.001    0.169    0.002 interface_shared.py:455(_deliver_stop_status)
        1    0.000    0.000    0.001    0.001 interface_shared.py:469(_deliver_network_status)
      153    0.006    0.000    2.157    0.014 interface_shared.py:475(_deliver_internal_messages)
        1    0.000    0.000    0.000    0.000 interface_shared.py:481(_deliver_request_sampled_history)
        4    0.000    0.000    0.000    0.000 service.py:64(_startup_debug_print)
        1    0.000    0.000    0.000    0.000 _wsgi_common.py:75(RequestExtractor)
        8    0.000    0.000    0.000    0.000 spawn.py:138(_check_not_importing_main)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2294(ShapeEnvSettings)
  261/206    0.003    0.000    0.339    0.002 interface_shared.py:386(_deliver_record)
        1    0.000    0.000    0.002    0.002 service_token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:23(_path_eq)
        1    0.000    0.000    0.000    0.000 spawn.py:36(set_executable)
     2564    0.002    0.000    0.025    0.000 utils.py:686(unwrap_with_attr_name_if_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:3146(CompileTimeInstructionCounter)
        1    0.001    0.001    0.001    0.001 interface_shared.py:376(_deliver_shutdown)
        1    0.000    0.000    0.000    0.000 port_file.py:8(PortFile)
     2580    0.001    0.000    0.002    0.000 utils.py:652(is_function)
        1    0.000    0.000    0.000    0.000 utils.py:838(ChromiumEventLogger)
        1    0.000    0.000    0.001    0.001 ctx_fp.py:18(__init__)
      213    0.000    0.000    0.000    0.000 ctx_fp.py:51(_wrap_specfun)
