Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registration.py:124(_SymbolicFunctionGroup)
      597    0.001    0.000    0.004    0.000 registration.py:299(wrapper)
        1    0.000    0.000    0.024    0.024 _external_properties.py:1(<module>)
        5    0.000    0.000    0.000    0.000 higher_order_ops.py:47(raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1743(AutoFunctionalizeHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:4(ExportTypes)
      230    0.001    0.000    0.001    0.000 symbolic_helper.py:206(parse_args)
        1    0.000    0.000    0.000    0.000 distributed.py:139(PlacementVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:203(DeviceMeshVariable)
        1    0.000    0.000    0.000    0.000 distributed.py:244(ProcessGroupVariable)
      230    0.000    0.000    0.002    0.000 symbolic_helper.py:236(decorator)
      597    0.000    0.000    0.000    0.000 registration.py:77(set_base)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:46(TorchScriptOnnxExportDiagnostic)
        1    0.000    0.000    0.000    0.000 _infra.py:173(Stack)
        1    0.000    0.000    0.000    0.000 registration.py:65(OverrideDict)
        1    0.000    0.000    0.000    0.000 errors.py:20(OnnxExporterWarning)
        1    0.000    0.000    0.000    0.000 errors.py:24(OnnxExporterError)
        1    0.000    0.000    0.000    0.000 _infra.py:46(Tag)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:640(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 fake_tensor_prop.py:13(FakeTensorProp)
        1    0.000    0.000    0.000    0.000 _infra.py:136(Location)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:81(ExportDiagnosticEngine)
        1    0.000    0.000    0.011    0.011 _artifact.py:1(<module>)
        1    0.000    0.000    0.035    0.035 _thread_flow.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _location.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _attachment.py:1(<module>)
        1    0.000    0.000    0.025    0.025 _conversion.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _invocation.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _notification.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _reporting_descriptor.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _graph.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _graph_traversal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _node.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_locations.py:15(SpecialLocations)
        7    0.000    0.000    0.000    0.000 symbolic_helper.py:1021(_interpolate_helper)
      597    0.000    0.000    0.000    0.000 registration.py:268(onnx_symbolic)
        1    0.000    0.000    0.000    0.000 _infra.py:208(Graph)
        1    0.000    0.000    0.000    0.000 registration.py:203(SymbolicRegistry)
        1    0.000    0.000    0.000    0.000 _infra.py:65(Rule)
        1    0.000    0.000    0.000    0.000 _infra.py:271(DiagnosticOptions)
        1    0.000    0.000    0.032    0.032 _thread_flow_location.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _tool_component.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _deprecation.py:14(deprecated)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:100(__init__)
        1    0.000    0.000    0.000    0.000 _infra.py:228(RuleCollection)
        1    0.000    0.000    0.004    0.004 _address.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _artifact_content.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _multiformat_message_string.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _artifact_location.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _message.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _artifact_change.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _replacement.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _region.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _rectangle.py:1(<module>)
        1    0.000    0.000    0.039    0.039 _code_flow.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _location_relationship.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _logical_location.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _physical_location.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _reporting_descriptor_reference.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tool_component_reference.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _stack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _stack_frame.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _web_request.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _web_response.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _configuration_override.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _reporting_configuration.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _exception.py:1(<module>)
        1    0.000    0.000    0.199    0.199 _diagnostic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jit_utils.py:24(GraphContext)
      597    0.001    0.000    0.003    0.000 registration.py:214(register)
       89    0.000    0.000    0.001    0.000 symbolic_helper.py:335(decorator)
        6    0.000    0.000    0.000    0.000 symbolic_helper.py:1755(_overload_by_arg_count)
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1768(_reduce_with_dtype_helper)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _infra.py:190(ThreadFlowLocation)
        1    0.000    0.000    0.000    0.000 _property_bag.py:10(PropertyBag)
       89    0.000    0.000    0.000    0.000 symbolic_helper.py:288(quantized_args)
       25    0.000    0.000    0.000    0.000 symbolic_helper.py:614(_block_list_in_opset)
       61    0.000    0.000    0.001    0.000 symbolic_helper.py:1716(_apply)
       61    0.000    0.000    0.000    0.000 symbolic_helper.py:1713(_apply_params)
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1722(_reduce_op_symbolic_helper)
      597    0.000    0.000    0.000    0.000 registration.py:82(in_base)
        1    0.000    0.000    0.000    0.000 registration.py:211(__init__)
        1    0.000    0.000    0.000    0.000 _diagnostic.py:107(background_context)
        1    0.000    0.000    0.000    0.000 _infra.py:164(StackFrame)
        1    0.000    0.000    0.000    0.000 _infra.py:14(Level)
        1    0.000    0.000    0.000    0.000 _infra.py:264(Invocation)
        1    0.000    0.000    0.000    0.000 _globals.py:24(__init__)
        1    0.000    0.000    0.000    0.000 _artifact_content.py:15(ArtifactContent)
        1    0.000    0.000    0.000    0.000 _location_relationship.py:12(LocationRelationship)
        1    0.000    0.000    0.000    0.000 _tool_component_reference.py:12(ToolComponentReference)
        1    0.000    0.000    0.000    0.000 _conversion.py:17(Conversion)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_relationship.py:16(ReportingDescriptorRelationship)
        1    0.000    0.000    0.000    0.000 _graph.py:17(Graph)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.000    0.000 _globals.py:17(_InternalGlobals)
       13    0.000    0.000    0.000    0.000 _infra.py:75(from_sarif)
        1    0.000    0.000    0.000    0.000 _artifact_change.py:16(ArtifactChange)
        1    0.000    0.000    0.000    0.000 _configuration_override.py:16(ConfigurationOverride)
        1    0.000    0.000    0.015    0.015 _result.py:1(<module>)
        1    0.000    0.000    0.011    0.011 _run.py:1(<module>)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:4590(_one_hidden_rnn)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:266(_max_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset10.py:386(_avg_pool)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:94(OnnxRegistry)
      597    0.000    0.000    0.001    0.000 registration.py:136(__init__)
        1    0.000    0.000    0.000    0.000 _infra.py:50(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 context.py:253(RuntimeErrorWithDiagnostic)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _property_bag.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _replacement.py:16(Replacement)
        1    0.000    0.000    0.000    0.000 _code_flow.py:16(CodeFlow)
        1    0.000    0.000    0.000    0.000 _stack.py:16(Stack)
        1    0.000    0.000    0.000    0.000 _tool.py:12(Tool)
        1    0.000    0.000    0.000    0.000 _fix.py:16(Fix)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_reference.py:15(ReportingDescriptorReference)
        1    0.000    0.000    0.000    0.000 _stack_frame.py:12(StackFrame)
        1    0.000    0.000    0.000    0.000 _reporting_configuration.py:12(ReportingConfiguration)
        1    0.000    0.000    0.000    0.000 _exception.py:16(Exception)
        1    0.000    0.000    0.000    0.000 _edge.py:12(Edge)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:12(EdgeTraversal)
        1    0.000    0.000    0.000    0.000 _node.py:17(Node)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:12(RunAutomationDetails)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:16(SarifLog)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:305(wrapper)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1593(_adaptive_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1955(decorator)
        5    0.000    0.000    0.000    0.000 symbolic_opset9.py:1966(wrap_logical_op_with_negation)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:3238(_unsupported_dropout)
        1    0.000    0.000    0.014    0.014 _tool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _reporting_descriptor_relationship.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _translation_metadata.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _edge.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _edge_traversal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _result_provenance.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _suppression.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _external_property_file_reference.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _external_property_file_references.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _run_automation_details.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _special_locations.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _version_control_details.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _sarif_log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rules.py:24(_NodeMissingOnnxShapeInference)
        1    0.000    0.000    0.000    0.000 _rules.py:44(_MissingCustomSymbolicFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:64(_MissingStandardSymbolicFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:94(_OperatorSupportedInNewerOpsetVersion)
        1    0.000    0.000    0.000    0.000 _rules.py:128(_FxGraphToOnnx)
        1    0.000    0.000    0.000    0.000 _rules.py:148(_FxNodeToOnnx)
        1    0.000    0.000    0.000    0.000 _rules.py:168(_FxPass)
        1    0.000    0.000    0.000    0.000 _rules.py:188(_NoSymbolicFunctionForCallFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:208(_UnsupportedFxNodeAnalysis)
        1    0.000    0.000    0.000    0.000 _rules.py:236(_OpLevelDebugging)
        1    0.000    0.000    0.000    0.000 _rules.py:256(_FindOpschemaMatchedSymbolicFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:276(_FxNodeInsertTypePromotion)
        1    0.000    0.000    0.000    0.000 _rules.py:296(_FindOperatorOverloadsInOnnxRegistry)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:784(_reduce_with_dtype)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1406(_max_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1517(_avg_pool)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:892(FXGraphExtractor)
        1    0.000    0.000    0.000    0.000 registration.py:37(OpName)
        1    0.000    0.000    0.000    0.000 misc.py:375(InspectSignatureVariable)
        1    0.000    0.000    0.000    0.000 misc.py:812(AutogradFunctionContextVariable)
        1    0.000    0.000    0.000    0.000 serialization.py:1(<module>)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:302(_export)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1849(_interpolate)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1954(wrap_logical_op_with_cast_to)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:69(_interpolate)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:244(ExportOptions)
        1    0.000    0.000    0.000    0.000 misc.py:632(AutogradFunctionVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1343(StringFormatVariable)
        1    0.000    0.000    0.000    0.000 sdpa.py:15(SDPAParamsVariable)
        1    0.000    0.000    0.000    0.000 sdpa.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:940(Exporter)
        7    0.000    0.000    0.000    0.000 symbolic_opset11.py:334(_interpolate)
        2    0.000    0.000    0.000    0.000 symbolic_opset18.py:96(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset19.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:78(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 _exporter_legacy.py:1076(UnsatisfiedDependencyError)
        1    0.000    0.000    0.000    0.000 io_adapter.py:25(InputAdaptStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:83(OutputAdaptStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:220(MergeKwargsIntoArgsInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:267(ConvertComplexToRealRepresentationInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:303(RemoveNoneInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:333(RemoveNonTensorInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:445(FlattenOutputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:476(ConvertComplexToRealRepresentationOutputStep)
